,STATION,Day of Week,ENTRIES
1346,CORTLANDT ST,2,20764.57627118644
1347,CORTLANDT ST,3,20921.415254237287
1348,CORTLANDT ST,4,20439.9406779661
1349,CORTLANDT ST,5,14433.050847457627
1350,CORTLANDT ST,6,9119.601694915254
1351,COURT SQ,0,15455.50847457627
1352,COURT SQ,1,16702.51694915254
1353,COURT SQ,2,17211.372881355932
1354,COURT SQ,3,17450.64406779661
1355,COURT SQ,4,15089.398305084746
1356,COURT SQ,5,7878.593220338983
1357,COURT SQ,6,5618.576271186441
1358,COURT SQ-23 ST,0,5160.610169491525
1359,COURT SQ-23 ST,1,5707.661016949152
1360,COURT SQ-23 ST,2,5757.322033898305
1361,COURT SQ-23 ST,3,5788.033898305085
1362,COURT SQ-23 ST,4,5615.254237288135
1363,COURT SQ-23 ST,5,2818.508474576271
1364,COURT SQ-23 ST,6,2214.3898305084745
1365,CRESCENT ST,0,4084.3898305084745
1366,CRESCENT ST,1,4283.372881355932
1367,CRESCENT ST,2,4383.559322033899
1368,CRESCENT ST,3,4386.661016949152
1369,CRESCENT ST,4,4426.35593220339
1370,CRESCENT ST,5,3307.6949152542375
1371,CRESCENT ST,6,2445.5593220338983
1372,CROWN HTS-UTICA,0,23040.103448275862
1373,CROWN HTS-UTICA,1,24246.120689655174
1374,CROWN HTS-UTICA,2,24899.741379310344
1375,CROWN HTS-UTICA,3,24796.275862068964
1376,CROWN HTS-UTICA,4,24370.224137931036
1377,CROWN HTS-UTICA,5,14250.706896551725
1378,CROWN HTS-UTICA,6,10703.293103448275
1379,CYPRESS AV,0,3183.9655172413795
1380,CYPRESS AV,1,3378.310344827586
1381,CYPRESS AV,2,3455.5
1382,CYPRESS AV,3,3534.4473684210525
1383,CYPRESS AV,4,3498.0877192982457
1384,CYPRESS AV,5,1819.8362068965516
1385,CYPRESS AV,6,1282.4655172413793
1386,CYPRESS HILLS,0,1278.0338983050847
1387,CYPRESS HILLS,1,1408.949152542373
1388,CYPRESS HILLS,2,1448.2881355932204
1389,CYPRESS HILLS,3,1446.7288135593221
1390,CYPRESS HILLS,4,1394.1186440677966
1391,CYPRESS HILLS,5,338.1525423728813
1392,CYPRESS HILLS,6,266.728813559322
1393,DEKALB AV,0,30222.584745762713
1394,DEKALB AV,1,31624.881355932204
1395,DEKALB AV,2,32731.271186440677
1396,DEKALB AV,3,32138.57627118644
1397,DEKALB AV,4,30837.9406779661
1398,DEKALB AV,5,16034.847457627118
1399,DEKALB AV,6,12906.35593220339
1400,DELANCEY/ESSEX,0,20213.677966101695
1401,DELANCEY/ESSEX,1,21609.237288135595
1402,DELANCEY/ESSEX,2,22049.9406779661
1403,DELANCEY/ESSEX,3,22495.84745762712
1404,DELANCEY/ESSEX,4,22862.627118644068
1405,DELANCEY/ESSEX,5,14956.949152542373
1406,DELANCEY/ESSEX,6,12214.533898305084
1407,DITMAS AV,0,3516.8793103448274
1408,DITMAS AV,1,3745.551724137931
1409,DITMAS AV,2,3819.7413793103447
1410,DITMAS AV,3,3853.9122807017543
1411,DITMAS AV,4,3607.7017543859647
1412,DITMAS AV,5,1375.6724137931035
1413,DITMAS AV,6,1386.0172413793102
1414,DYCKMAN ST,0,11879.57627118644
1415,DYCKMAN ST,1,12618.42372881356
1416,DYCKMAN ST,2,12917.35593220339
1417,DYCKMAN ST,3,12850.64406779661
1418,DYCKMAN ST,4,12813.542372881357
1419,DYCKMAN ST,5,8233.983050847457
1420,DYCKMAN ST,6,6644.059322033899
1421,E 143/ST MARY'S,0,928.2931034482758
1422,E 143/ST MARY'S,1,984.8448275862069
1423,E 143/ST MARY'S,2,1012.6724137931035
1424,E 143/ST MARY'S,3,1028.2241379310344
1425,E 143/ST MARY'S,4,967.6551724137931
1426,E 143/ST MARY'S,5,424.4310344827586
1427,E 143/ST MARY'S,6,295.2068965517241
1428,E 149 ST,0,4291.603448275862
1429,E 149 ST,1,4589.103448275862
1430,E 149 ST,2,4661.327586206897
1431,E 149 ST,3,4671.948275862069
1432,E 149 ST,4,4643.827586206897
1433,E 149 ST,5,2540.706896551724
1434,E 149 ST,6,1957.9137931034484
1435,E 180 ST,0,6402.724137931034
1436,E 180 ST,1,6797.396551724138
1437,E 180 ST,2,7255.896551724138
1438,E 180 ST,3,7009.689655172414
1439,E 180 ST,4,6929.120689655172
1440,E 180 ST,5,4021.5689655172414
1441,E 180 ST,6,2906.5172413793102
1442,EAST 105 ST,0,3233.3389830508477
1443,EAST 105 ST,1,3478.7118644067796
1444,EAST 105 ST,2,3496.9830508474574
1445,EAST 105 ST,3,3533.2586206896553
1446,EAST 105 ST,4,3466.2241379310344
1447,EAST 105 ST,5,1547.1186440677966
1448,EAST 105 ST,6,1103.7457627118645
1449,EAST BROADWAY,0,11993.344827586207
1450,EAST BROADWAY,1,12787.086206896553
1451,EAST BROADWAY,2,13050.155172413793
1452,EAST BROADWAY,3,13112.568965517241
1453,EAST BROADWAY,4,13024.879310344828
1454,EAST BROADWAY,5,6798.189655172414
1455,EAST BROADWAY,6,5723.379310344828
1456,EASTCHSTER/DYRE,0,4143.482758620689
1457,EASTCHSTER/DYRE,1,4523.140350877193
1458,EASTCHSTER/DYRE,2,4661.228070175439
1459,EASTCHSTER/DYRE,3,4642.929824561404
1460,EASTCHSTER/DYRE,4,4458.9473684210525
1461,EASTCHSTER/DYRE,5,1401.7931034482758
1462,EASTCHSTER/DYRE,6,919.0
1463,EASTN PKWY-MUSM,0,3633.137931034483
1464,EASTN PKWY-MUSM,1,4106.517241379311
1465,EASTN PKWY-MUSM,2,4461.172413793103
1466,EASTN PKWY-MUSM,3,4556.301724137931
1467,EASTN PKWY-MUSM,4,4484.224137931034
1468,EASTN PKWY-MUSM,5,3393.1637931034484
1469,EASTN PKWY-MUSM,6,2566.2586206896553
1470,ELDER AV,0,5692.068965517241
1471,ELDER AV,1,5973.948275862069
1472,ELDER AV,2,6146.0344827586205
1473,ELDER AV,3,6140.4655172413795
1474,ELDER AV,4,6109.637931034483
1475,ELDER AV,5,3758.2586206896553
1476,ELDER AV,6,2835.0689655172414
1477,ELMHURST AV,0,11368.237288135593
1478,ELMHURST AV,1,11863.35593220339
1479,ELMHURST AV,2,12260.101694915254
1480,ELMHURST AV,3,12053.99152542373
1481,ELMHURST AV,4,11934.398305084746
1482,ELMHURST AV,5,6742.703389830508
1483,ELMHURST AV,6,5591.406779661017
1484,EUCLID AV,0,9273.338983050848
1485,EUCLID AV,1,9847.50847457627
1486,EUCLID AV,2,10128.033898305084
1487,EUCLID AV,3,9855.533898305084
1488,EUCLID AV,4,9888.71186440678
1489,EUCLID AV,5,6067.076271186441
1490,EUCLID AV,6,4609.28813559322
1491,EXCHANGE PLACE,0,16177.008620689656
1492,EXCHANGE PLACE,1,18542.28448275862
1493,EXCHANGE PLACE,2,18651.98275862069
1494,EXCHANGE PLACE,3,18620.827586206895
1495,EXCHANGE PLACE,4,16114.474137931034
1496,EXCHANGE PLACE,5,5071.3448275862065
1497,EXCHANGE PLACE,6,4092.4827586206898
1498,FAR ROCKAWAY,0,3980.491525423729
1499,FAR ROCKAWAY,1,4151.271186440678
1500,FAR ROCKAWAY,2,4271.203389830508
1501,FAR ROCKAWAY,3,8949.118644067798
1502,FAR ROCKAWAY,4,4340.033898305085
1503,FAR ROCKAWAY,5,2341.8898305084745
1504,FAR ROCKAWAY,6,2258.0338983050847
1505,FLATBUSH AV-B.C,0,17894.905172413793
1506,FLATBUSH AV-B.C,1,19491.706896551725
1507,FLATBUSH AV-B.C,2,19979.344827586207
1508,FLATBUSH AV-B.C,3,19804.103448275862
1509,FLATBUSH AV-B.C,4,18188.758620689656
1510,FLATBUSH AV-B.C,5,7800.3448275862065
1511,FLATBUSH AV-B.C,6,5725.517241379311
1512,FLUSHING AV,0,9853.864406779661
1513,FLUSHING AV,1,10396.983050847457
1514,FLUSHING AV,2,10638.203389830509
1515,FLUSHING AV,3,10633.71186440678
1516,FLUSHING AV,4,10513.22033898305
1517,FLUSHING AV,5,5396.35593220339
1518,FLUSHING AV,6,4344.983050847458
1519,FLUSHING-MAIN,0,50344.01724137931
1520,FLUSHING-MAIN,1,52362.293103448275
1521,FLUSHING-MAIN,2,53720.01724137931
1522,FLUSHING-MAIN,3,52307.06034482759
1523,FLUSHING-MAIN,4,51696.31896551724
1524,FLUSHING-MAIN,5,31312.793103448275
1525,FLUSHING-MAIN,6,24608.58620689655
1526,FORDHAM RD,0,18907.338983050846
1527,FORDHAM RD,1,19752.0
1528,FORDHAM RD,2,20471.084745762713
1529,FORDHAM RD,3,20165.77966101695
1530,FORDHAM RD,4,19560.186440677968
1531,FORDHAM RD,5,13020.338983050848
1532,FORDHAM RD,6,9662.627118644068
1533,FOREST AVE,0,3494.9661016949153
1534,FOREST AVE,1,3743.2203389830506
1535,FOREST AVE,2,3890.64406779661
1536,FOREST AVE,3,3907.0423728813557
1537,FOREST AVE,4,3751.169491525424
1538,FOREST AVE,5,1666.1186440677966
1539,FOREST AVE,6,1233.6101694915253
1540,FOREST HILLS 71,0,23969.01694915254
1541,FOREST HILLS 71,1,27702.677966101695
1542,FOREST HILLS 71,2,26283.406779661018
1543,FOREST HILLS 71,3,26267.966101694914
1544,FOREST HILLS 71,4,25015.35593220339
1545,FOREST HILLS 71,5,12602.542372881357
1546,FOREST HILLS 71,6,9685.627118644068
1547,FRANKLIN AV,0,17262.35593220339
1548,FRANKLIN AV,1,18420.101694915254
1549,FRANKLIN AV,2,18927.64406779661
1550,FRANKLIN AV,3,18814.881355932204
1551,FRANKLIN AV,4,19767.898305084746
1552,FRANKLIN AV,5,12182.593220338984
1553,FRANKLIN AV,6,9568.042372881357
1554,FRANKLIN ST,0,4747.551724137931
1555,FRANKLIN ST,1,5416.068965517241
1556,FRANKLIN ST,2,5425.086206896552
1557,FRANKLIN ST,3,5557.318965517241
1558,FRANKLIN ST,4,4983.560344827586
1559,FRANKLIN ST,5,2010.6724137931035
1560,FRANKLIN ST,6,1604.4827586206898
1561,FREEMAN ST,0,3913.0344827586205
1562,FREEMAN ST,1,4177.758620689655
1563,FREEMAN ST,2,4337.068965517241
1564,FREEMAN ST,3,4261.672413793103
1565,FREEMAN ST,4,4254.017241379311
1566,FREEMAN ST,5,2181.344827586207
1567,FREEMAN ST,6,1660.7413793103449
1568,FRESH POND RD,0,5005.3050847457625
1569,FRESH POND RD,1,5338.220338983051
1570,FRESH POND RD,2,5511.3050847457625
1571,FRESH POND RD,3,5505.271186440678
1572,FRESH POND RD,4,5381.576271186441
1573,FRESH POND RD,5,2161.9830508474574
1574,FRESH POND RD,6,1617.1694915254238
1575,FT HAMILTON PKY,0,11586.677966101695
1576,FT HAMILTON PKY,1,12504.745762711864
1577,FT HAMILTON PKY,2,12698.940677966102
1578,FT HAMILTON PKY,3,12506.00847457627
1579,FT HAMILTON PKY,4,12063.22033898305
1580,FT HAMILTON PKY,5,5683.118644067797
1581,FT HAMILTON PKY,6,7263.796610169492
1582,FULTON ST,0,85343.94915254238
1583,FULTON ST,1,89714.1186440678
1584,FULTON ST,2,92684.99152542373
1585,FULTON ST,3,91298.35593220338
1586,FULTON ST,4,86932.45762711864
1587,FULTON ST,5,38481.35593220339
1588,FULTON ST,6,29506.084745762713
1589,GATES AV,0,6282.559322033899
1590,GATES AV,1,6704.3050847457625
1591,GATES AV,2,6876.186440677966
1592,GATES AV,3,6851.830508474576
1593,GATES AV,4,6876.949152542373
1594,GATES AV,5,3823.64406779661
1595,GATES AV,6,2984.9491525423728
1596,GRAHAM AV,0,8185.8983050847455
1597,GRAHAM AV,1,8894.847457627118
1598,GRAHAM AV,2,9104.186440677966
1599,GRAHAM AV,3,9135.661016949152
1600,GRAHAM AV,4,8979.542372881357
1601,GRAHAM AV,5,3885.5423728813557
1602,GRAHAM AV,6,3094.2203389830506
1603,GRAND ARMY PLAZ,0,6463.706896551724
1604,GRAND ARMY PLAZ,1,6944.103448275862
1605,GRAND ARMY PLAZ,2,7045.051724137931
1606,GRAND ARMY PLAZ,3,7030.758620689655
1607,GRAND ARMY PLAZ,4,6502.103448275862
1608,GRAND ARMY PLAZ,5,3936.2413793103447
1609,GRAND ARMY PLAZ,6,2976.2586206896553
1610,GRAND ST,0,25457.677966101695
1611,GRAND ST,1,28364.338983050846
1612,GRAND ST,2,29175.728813559323
1613,GRAND ST,3,26975.991525423728
1614,GRAND ST,4,28310.84745762712
1615,GRAND ST,5,14425.135593220339
1616,GRAND ST,6,12139.71186440678
1617,GRAND-NEWTOWN,0,16833.525423728814
1618,GRAND-NEWTOWN,1,17686.57627118644
1619,GRAND-NEWTOWN,2,18067.050847457627
1620,GRAND-NEWTOWN,3,18038.84745762712
1621,GRAND-NEWTOWN,4,17926.338983050846
1622,GRAND-NEWTOWN,5,9837.813559322034
1623,GRAND-NEWTOWN,6,7477.949152542373
1624,GRANT AV,0,5373.847457627118
1625,GRANT AV,1,5637.737288135593
1626,GRANT AV,2,5871.135593220339
1627,GRANT AV,3,5779.864406779661
1628,GRANT AV,4,5641.983050847458
1629,GRANT AV,5,3210.9322033898306
1630,GRANT AV,6,2426.3898305084745
1631,GRD CNTRL-42 ST,0,132440.6120689655
1632,GRD CNTRL-42 ST,1,140381.4051724138
1633,GRD CNTRL-42 ST,2,144147.9827586207
1634,GRD CNTRL-42 ST,3,148095.1120689655
1635,GRD CNTRL-42 ST,4,134815.4396551724
1636,GRD CNTRL-42 ST,5,50894.01724137931
1637,GRD CNTRL-42 ST,6,39491.474137931036
1638,GREENPOINT AV,0,8086.8983050847455
1639,GREENPOINT AV,1,8856.57627118644
1640,GREENPOINT AV,2,9047.77966101695
1641,GREENPOINT AV,3,9092.42372881356
1642,GREENPOINT AV,4,8937.983050847457
1643,GREENPOINT AV,5,3625.169491525424
1644,GREENPOINT AV,6,2846.813559322034
1645,GROVE STREET,0,19401.827586206895
1646,GROVE STREET,1,20580.03448275862
1647,GROVE STREET,2,23671.741379310344
1648,GROVE STREET,3,25538.094827586207
1649,GROVE STREET,4,22749.206896551725
1650,GROVE STREET,5,12739.043103448275
1651,GROVE STREET,6,8965.706896551725
1652,GUN HILL RD,0,10751.362068965518
1653,GUN HILL RD,1,11477.913793103447
1654,GUN HILL RD,2,11877.810344827587
1655,GUN HILL RD,3,11682.560344827587
1656,GUN HILL RD,4,11538.008620689656
1657,GUN HILL RD,5,6062.0
1658,GUN HILL RD,6,4431.586206896552
1659,HALSEY ST,0,12611.898305084746
1660,HALSEY ST,1,13552.118644067798
1661,HALSEY ST,2,13901.542372881357
1662,HALSEY ST,3,13773.440677966102
1663,HALSEY ST,4,13599.35593220339
1664,HALSEY ST,5,7319.406779661017
1665,HALSEY ST,6,5955.0847457627115
1666,HARLEM 148 ST,0,3694.051724137931
1667,HARLEM 148 ST,1,4024.4827586206898
1668,HARLEM 148 ST,2,4127.396551724138
1669,HARLEM 148 ST,3,4070.793103448276
1670,HARLEM 148 ST,4,3994.448275862069
1671,HARLEM 148 ST,5,1993.8793103448277
1672,HARLEM 148 ST,6,1562.5
1673,HARRISON,0,8173.818965517241
1674,HARRISON,1,8734.353448275862
1675,HARRISON,2,13656.301724137931
1676,HARRISON,3,11939.689655172413
1677,HARRISON,4,11673.068965517241
1678,HARRISON,5,3331.948275862069
1679,HARRISON,6,2306.0862068965516
1680,HEWES ST,0,2568.593220338983
1681,HEWES ST,1,2714.3728813559323
1682,HEWES ST,2,2784.830508474576
1683,HEWES ST,3,2787.135593220339
1684,HEWES ST,4,2739.8813559322034
1685,HEWES ST,5,2072.762711864407
1686,HEWES ST,6,1719.3389830508474
1687,HIGH ST,0,8914.22033898305
1688,HIGH ST,1,9512.864406779661
1689,HIGH ST,2,9675.728813559323
1690,HIGH ST,3,9737.898305084746
1691,HIGH ST,4,9240.601694915254
1692,HIGH ST,5,7149.220338983051
1693,HIGH ST,6,5534.1016949152545
1694,HOUSTON ST,0,12804.913793103447
1695,HOUSTON ST,1,14728.793103448275
1696,HOUSTON ST,2,14972.568965517241
1697,HOUSTON ST,3,14618.862068965518
1698,HOUSTON ST,4,13448.431034482759
1699,HOUSTON ST,5,4381.146551724138
1700,HOUSTON ST,6,3417.4137931034484
1701,HOWARD BCH JFK,0,3526.406779661017
1702,HOWARD BCH JFK,1,3973.677966101695
1703,HOWARD BCH JFK,2,3358.135593220339
1704,HOWARD BCH JFK,3,3773.508474576271
1705,HOWARD BCH JFK,4,3517.830508474576
1706,HOWARD BCH JFK,5,6566.949152542373
1707,HOWARD BCH JFK,6,4592.64406779661
1708,HOYT ST,0,6427.258620689655
1709,HOYT ST,1,6776.086206896552
1710,HOYT ST,2,6974.017241379311
1711,HOYT ST,3,6972.206896551724
1712,HOYT ST,4,6907.017241379311
1713,HOYT ST,5,3422.1724137931033
1714,HOYT ST,6,2904.5172413793102
1715,HOYT-SCHER,0,9467.898305084746
1716,HOYT-SCHER,1,9899.06779661017
1717,HOYT-SCHER,2,10166.77966101695
1718,HOYT-SCHER,3,10081.338983050848
1719,HOYT-SCHER,4,10140.559322033898
1720,HOYT-SCHER,5,6253.169491525424
1721,HOYT-SCHER,6,5108.610169491525
1722,HUNTERS PT AV,0,6303.879310344828
1723,HUNTERS PT AV,1,6926.241379310345
1724,HUNTERS PT AV,2,6959.120689655172
1725,HUNTERS PT AV,3,7013.051724137931
1726,HUNTERS PT AV,4,6108.413793103448
1727,HUNTERS PT AV,5,967.0172413793103
1728,HUNTERS PT AV,6,610.3620689655172
1729,HUNTS POINT AV,0,9229.051724137931
1730,HUNTS POINT AV,1,9749.663793103447
1731,HUNTS POINT AV,2,10102.155172413793
1732,HUNTS POINT AV,3,10080.344827586207
1733,HUNTS POINT AV,4,9928.241379310344
1734,HUNTS POINT AV,5,5181.948275862069
1735,HUNTS POINT AV,6,3815.5
1736,INTERVALE AV,0,2783.948275862069
1737,INTERVALE AV,1,2955.9310344827586
1738,INTERVALE AV,2,3050.293103448276
1739,INTERVALE AV,3,3073.353448275862
1740,INTERVALE AV,4,2984.189655172414
1741,INTERVALE AV,5,1480.7931034482758
1742,INTERVALE AV,6,1112.6896551724137
1743,INWOOD-207 ST,0,8297.796610169491
1744,INWOOD-207 ST,1,8996.22033898305
1745,INWOOD-207 ST,2,9112.745762711864
1746,INWOOD-207 ST,3,9154.271186440677
1747,INWOOD-207 ST,4,8974.966101694916
1748,INWOOD-207 ST,5,6358.152542372882
1749,INWOOD-207 ST,6,4579.3050847457625
1750,JACKSON AV,0,4657.706896551724
1751,JACKSON AV,1,4986.413793103448
1752,JACKSON AV,2,5192.724137931034
1753,JACKSON AV,3,5008.896551724138
1754,JACKSON AV,4,5033.4655172413795
1755,JACKSON AV,5,2502.5689655172414
1756,JACKSON AV,6,1841.7931034482758
1757,JAMAICA 179 ST,0,19627.35593220339
1758,JAMAICA 179 ST,1,21169.898305084746
1759,JAMAICA 179 ST,2,21801.4406779661
1760,JAMAICA 179 ST,3,21569.22033898305
1761,JAMAICA 179 ST,4,20381.050847457627
1762,JAMAICA 179 ST,5,8433.118644067798
1763,JAMAICA 179 ST,6,5920.3050847457625
1764,JAMAICA CENTER,0,32080.844827586207
1765,JAMAICA CENTER,1,34332.55172413793
1766,JAMAICA CENTER,2,35127.01724137931
1767,JAMAICA CENTER,3,34796.53448275862
1768,JAMAICA CENTER,4,33042.53448275862
1769,JAMAICA CENTER,5,12682.318965517241
1770,JAMAICA CENTER,6,9109.896551724138
1771,JAMAICA VAN WK,0,4341.137931034483
1772,JAMAICA VAN WK,1,4473.189655172414
1773,JAMAICA VAN WK,2,4582.448275862069
1774,JAMAICA VAN WK,3,4561.189655172414
1775,JAMAICA VAN WK,4,4394.8448275862065
1776,JAMAICA VAN WK,5,2850.6206896551726
1777,JAMAICA VAN WK,6,2062.689655172414
1778,JAY ST-METROTEC,0,36005.70338983051
1779,JAY ST-METROTEC,1,40039.627118644064
1780,JAY ST-METROTEC,2,40542.754237288136
1781,JAY ST-METROTEC,3,40247.36440677966
1782,JAY ST-METROTEC,4,37466.186440677964
1783,JAY ST-METROTEC,5,15862.35593220339
1784,JAY ST-METROTEC,6,12421.118644067798
1785,JEFFERSON ST,0,6246.016949152542
1786,JEFFERSON ST,1,6604.322033898305
1787,JEFFERSON ST,2,6870.423728813559
1788,JEFFERSON ST,3,6843.635593220339
1789,JEFFERSON ST,4,6960.932203389831
1790,JEFFERSON ST,5,4014.9830508474574
1791,JEFFERSON ST,6,3290.322033898305
1792,JFK JAMAICA CT1,0,14199.093220338984
1793,JFK JAMAICA CT1,1,10458.525423728814
1794,JFK JAMAICA CT1,2,13735.228813559323
1795,JFK JAMAICA CT1,3,16356.796610169491
1796,JFK JAMAICA CT1,4,16445.974576271186
1797,JFK JAMAICA CT1,5,14392.449152542373
1798,JFK JAMAICA CT1,6,10133.627118644068
1799,JKSN HT-ROOSVLT,0,43899.71186440678
1800,JKSN HT-ROOSVLT,1,45728.983050847455
1801,JKSN HT-ROOSVLT,2,46267.16949152543
1802,JKSN HT-ROOSVLT,3,46364.661016949154
1803,JKSN HT-ROOSVLT,4,46465.61016949153
1804,JKSN HT-ROOSVLT,5,33363.23728813559
1805,JKSN HT-ROOSVLT,6,26214.06779661017
1806,JOURNAL SQUARE,0,25853.112068965518
1807,JOURNAL SQUARE,1,26705.379310344826
1808,JOURNAL SQUARE,2,28632.887931034482
1809,JOURNAL SQUARE,3,30545.844827586207
1810,JOURNAL SQUARE,4,24469.08620689655
1811,JOURNAL SQUARE,5,14871.25
1812,JOURNAL SQUARE,6,11253.370689655172
1813,JUNCTION BLVD,0,18807.28448275862
1814,JUNCTION BLVD,1,19709.03448275862
1815,JUNCTION BLVD,2,20302.862068965518
1816,JUNCTION BLVD,3,20227.137931034482
1817,JUNCTION BLVD,4,20499.991379310344
1818,JUNCTION BLVD,5,14941.362068965518
1819,JUNCTION BLVD,6,11304.741379310344
1820,JUNIUS ST,0,1924.948275862069
1821,JUNIUS ST,1,2035.051724137931
1822,JUNIUS ST,2,2121.5
1823,JUNIUS ST,3,2098.2586206896553
1824,JUNIUS ST,4,2074.206896551724
1825,JUNIUS ST,5,965.3275862068965
1826,JUNIUS ST,6,768.9310344827586
1827,KEW GARDENS,0,23585.338983050846
1828,KEW GARDENS,1,25391.101694915254
1829,KEW GARDENS,2,25949.01694915254
1830,KEW GARDENS,3,27825.35593220339
1831,KEW GARDENS,4,24421.01694915254
1832,KEW GARDENS,5,12591.237288135593
1833,KEW GARDENS,6,9285.050847457627
1834,KINGS HWY,0,24662.14406779661
1835,KINGS HWY,1,26359.372881355932
1836,KINGS HWY,2,26704.177966101695
1837,KINGS HWY,3,26896.915254237287
1838,KINGS HWY,4,25097.771186440677
1839,KINGS HWY,5,12265.338983050848
1840,KINGS HWY,6,10515.542372881357
1841,KINGSBRIDGE RD,0,14594.110169491525
1842,KINGSBRIDGE RD,1,15576.093220338984
1843,KINGSBRIDGE RD,2,15881.28813559322
1844,KINGSBRIDGE RD,3,15909.440677966102
1845,KINGSBRIDGE RD,4,15245.118644067798
1846,KINGSBRIDGE RD,5,8941.152542372882
1847,KINGSBRIDGE RD,6,6871.271186440678
1848,KINGSTON AV,0,4085.206896551724
1849,KINGSTON AV,1,4290.827586206897
1850,KINGSTON AV,2,4472.620689655172
1851,KINGSTON AV,3,4537.258620689655
1852,KINGSTON AV,4,4721.293103448276
1853,KINGSTON AV,5,2135.6206896551726
1854,KINGSTON AV,6,2369.3275862068967
1855,KINGSTON-THROOP,0,5884.1016949152545
1856,KINGSTON-THROOP,1,6271.864406779661
1857,KINGSTON-THROOP,2,6452.135593220339
1858,KINGSTON-THROOP,3,7020.627118644068
1859,KINGSTON-THROOP,4,6343.483050847458
1860,KINGSTON-THROOP,5,3782.64406779661
1861,KINGSTON-THROOP,6,3120.5254237288136
1862,KNICKERBOCKER,0,3568.923728813559
1863,KNICKERBOCKER,1,3758.5508474576272
1864,KNICKERBOCKER,2,3815.762711864407
1865,KNICKERBOCKER,3,3803.9830508474574
1866,KNICKERBOCKER,4,3907.5344827586205
1867,KNICKERBOCKER,5,2533.4745762711864
1868,KNICKERBOCKER,6,1995.864406779661
1869,KOSCIUSZKO ST,0,4862.932203389831
1870,KOSCIUSZKO ST,1,5199.949152542373
1871,KOSCIUSZKO ST,2,5392.983050847458
1872,KOSCIUSZKO ST,3,5391.847457627118
1873,KOSCIUSZKO ST,4,5365.372881355932
1874,KOSCIUSZKO ST,5,3133.898305084746
1875,KOSCIUSZKO ST,6,2531.7118644067796
1876,LACKAWANNA,0,19188.33620689655
1877,LACKAWANNA,1,20992.120689655174
1878,LACKAWANNA,2,14679.810344827587
1879,LACKAWANNA,3,15343.146551724138
1880,LACKAWANNA,4,12540.948275862069
1881,LACKAWANNA,5,1602.8793103448277
1882,LACKAWANNA,6,984.9137931034483
1883,LAFAYETTE AV,0,4095.915254237288
1884,LAFAYETTE AV,1,4237.779661016949
1885,LAFAYETTE AV,2,4428.9655172413795
1886,LAFAYETTE AV,3,4433.810344827586
1887,LAFAYETTE AV,4,4457.275862068966
1888,LAFAYETTE AV,5,3172.3050847457625
1889,LAFAYETTE AV,6,2650.186440677966
1890,LEXINGTON AV/53,0,36276.457627118645
1891,LEXINGTON AV/53,1,40000.6186440678
1892,LEXINGTON AV/53,2,41059.23728813559
1893,LEXINGTON AV/53,3,41320.016949152545
1894,LEXINGTON AV/53,4,38478.9406779661
1895,LEXINGTON AV/53,5,11453.77966101695
1896,LEXINGTON AV/53,6,8590.118644067798
1897,LEXINGTON AV/63,0,17631.26724137931
1898,LEXINGTON AV/63,1,19786.5
1899,LEXINGTON AV/63,2,19455.612068965518
1900,LEXINGTON AV/63,3,20046.344827586207
1901,LEXINGTON AV/63,4,18544.706896551725
1902,LEXINGTON AV/63,5,9326.48275862069
1903,LEXINGTON AV/63,6,7075.982758620689
1904,LIBERTY AV,0,2464.491525423729
1905,LIBERTY AV,1,2643.9830508474574
1906,LIBERTY AV,2,2740.237288135593
1907,LIBERTY AV,3,2697.491525423729
1908,LIBERTY AV,4,2639.237288135593
1909,LIBERTY AV,5,1341.2542372881355
1910,LIBERTY AV,6,1046.2372881355932
1911,LIVONIA AV,0,2686.813559322034
1912,LIVONIA AV,1,2843.2203389830506
1913,LIVONIA AV,2,2928.762711864407
1914,LIVONIA AV,3,2855.3389830508477
1915,LIVONIA AV,4,2892.6724137931033
1916,LIVONIA AV,5,1474.593220338983
1917,LIVONIA AV,6,1081.7627118644068
1918,LONGWOOD AV,0,2978.5862068965516
1919,LONGWOOD AV,1,3163.5689655172414
1920,LONGWOOD AV,2,3265.0689655172414
1921,LONGWOOD AV,3,3257.706896551724
1922,LONGWOOD AV,4,3202.310344827586
1923,LONGWOOD AV,5,1636.3103448275863
1924,LONGWOOD AV,6,1200.2068965517242
1925,LORIMER ST,0,8962.35593220339
1926,LORIMER ST,1,9741.898305084746
1927,LORIMER ST,2,9879.06779661017
1928,LORIMER ST,3,10008.71186440678
1929,LORIMER ST,4,9788.49152542373
1930,LORIMER ST,5,5397.5084745762715
1931,LORIMER ST,6,4537.525423728814
1932,MARBLE HILL-225,0,4707.931034482759
1933,MARBLE HILL-225,1,5004.551724137931
1934,MARBLE HILL-225,2,5096.741379310345
1935,MARBLE HILL-225,3,5102.879310344828
1936,MARBLE HILL-225,4,5049.232758620689
1937,MARBLE HILL-225,5,2682.706896551724
1938,MARBLE HILL-225,6,2232.3793103448274
1939,MARCY AV,0,11835.101694915254
1940,MARCY AV,1,12601.016949152543
1941,MARCY AV,2,12916.542372881357
1942,MARCY AV,3,12964.406779661016
1943,MARCY AV,4,12706.745762711864
1944,MARCY AV,5,7806.813559322034
1945,MARCY AV,6,6641.813559322034
1946,METROPOLITAN AV,0,10173.22033898305
1947,METROPOLITAN AV,1,10760.610169491525
